Banc de test optique V0.2

tension de test théorique : 12V
tension = 0.00 VDC;courant = 0.00 A;

Angle °;cd;X;Y;lux;temperature ambiante °C; temps après allumage en ms;
258.0;0.73;0.0000;0.0000;0.0416;1994.32;791421;
258.2;0.72;0.0000;0.0000;0.0410;1994.32;791837;
258.4;0.71;0.0000;0.0000;0.0403;1994.32;792253;
258.6;0.69;0.0000;0.0000;0.0393;1994.70;792669;
258.8;0.68;0.0000;0.0000;0.0385;1994.26;793085;
259.0;0.67;0.0000;0.0000;0.0379;1994.26;793501;
259.2;0.66;0.0000;0.0000;0.0374;1994.28;793917;
259.4;0.65;0.0000;0.0000;0.0371;1994.28;794333;
259.6;0.65;0.0000;0.0000;0.0368;1994.36;794749;
259.8;0.64;0.0000;0.0000;0.0364;1994.32;795165;
260.0;0.64;0.0000;0.0000;0.0361;1994.35;795581;
260.2;0.63;0.0000;0.0000;0.0357;1994.35;795997;
260.4;0.62;0.0000;0.0000;0.0354;1994.33;796413;
260.6;0.62;0.0000;0.0000;0.0351;1994.32;796829;
260.8;0.61;0.0000;0.0000;0.0348;1994.32;797245;
261.0;0.61;0.0000;0.0000;0.0345;1994.30;797661;
261.2;0.60;0.0000;0.0000;0.0342;1993.88;798077;
261.4;0.60;0.0000;0.0000;0.0339;1993.88;798493;
261.6;0.59;0.0000;0.0000;0.0336;1993.90;798909;
261.8;0.59;0.0000;0.0000;0.0332;1993.92;799325;
262.0;0.58;0.0000;0.0000;0.0329;1993.98;799741;
262.2;0.57;0.0000;0.0000;0.0326;1994.01;800158;
262.4;0.57;0.0000;0.0000;0.0323;1994.07;800574;
262.6;0.56;0.0000;0.0000;0.0320;1994.07;800989;
262.8;0.56;0.0000;0.0000;0.0317;1994.07;801405;
263.0;0.55;0.0000;0.0000;0.0313;1994.08;801821;
263.2;0.55;0.0000;0.0000;0.0310;1994.07;802237;
263.4;0.54;0.0000;0.0000;0.0307;1994.08;802653;
263.6;0.54;0.0000;0.0000;0.0304;1994.06;803069;
263.8;0.53;0.0000;0.0000;0.0301;1994.06;803485;
264.0;0.52;0.0000;0.0000;0.0297;1994.45;803901;
264.2;0.52;0.0000;0.0000;0.0294;1994.44;804317;
264.4;0.51;0.0000;0.0000;0.0291;1994.41;804733;
264.6;0.51;0.0000;0.0000;0.0287;1994.44;805149;
264.8;0.50;0.0000;0.0000;0.0284;1994.38;805566;
265.0;0.50;0.0000;0.0000;0.0281;1994.38;805981;
265.2;0.49;0.0000;0.0000;0.0278;1994.32;806397;
265.4;0.49;0.0000;0.0000;0.0275;1994.38;806813;
265.6;0.48;0.0000;0.0000;0.0272;1994.38;807229;
265.8;0.47;0.0000;0.0000;0.0269;1994.39;807645;
266.0;0.47;0.0000;0.0000;0.0266;1994.39;808061;
266.2;0.46;0.0000;0.0000;0.0263;1994.44;808477;
266.4;0.46;0.0000;0.0000;0.0260;1994.46;808893;
266.6;0.45;0.0000;0.0000;0.0257;1994.38;809309;
266.8;0.45;0.0000;0.0000;0.0255;1994.74;809725;
267.0;0.44;0.0000;0.0000;0.0252;1994.76;810142;
267.2;0.44;0.0000;0.0000;0.0249;1994.76;810557;
267.4;0.43;0.0000;0.0000;0.0246;1994.76;810973;
267.6;0.43;0.0000;0.0000;0.0242;1994.80;811389;
267.8;0.42;0.0000;0.0000;0.0239;1994.80;811805;
268.0;0.42;0.0000;0.0000;0.0236;1994.80;812221;
268.2;0.41;0.0000;0.0000;0.0234;1994.38;812637;
268.4;0.41;0.0000;0.0000;0.0231;1994.38;813053;
268.6;0.40;0.0000;0.0000;0.0228;1994.41;813469;
268.8;0.40;0.0000;0.0000;0.0225;1994.38;813885;
269.0;0.39;0.0000;0.0000;0.0223;1994.38;814301;
269.2;0.39;0.0000;0.0000;0.0220;1994.77;814717;
269.4;0.38;0.0000;0.0000;0.0217;1994.77;815133;
269.6;0.38;0.0000;0.0000;0.0215;1994.77;815549;
269.8;0.38;0.0000;0.0000;0.0213;1994.74;815965;
270.0;0.37;0.0000;0.0000;0.0210;1994.77;816381;
270.2;0.37;0.0000;0.0000;0.0208;1994.74;816797;
270.4;0.36;0.0000;0.0000;0.0206;1995.18;817213;
270.6;0.36;0.0000;0.0000;0.0204;1994.77;817629;
270.8;0.36;0.0000;0.0000;0.0202;1994.77;818045;
271.0;0.35;0.0000;0.0000;0.0200;1994.80;818461;
271.2;0.35;0.0000;0.0000;0.0198;1994.80;818877;
271.4;0.35;0.0000;0.0000;0.0196;1994.80;819293;
271.6;0.34;0.0000;0.0000;0.0195;1994.76;819709;
271.8;0.34;0.0000;0.0000;0.0193;1994.80;820125;
272.0;0.34;0.0000;0.0000;0.0191;1994.80;820541;
272.2;0.33;0.0000;0.0000;0.0190;1994.77;820957;
272.4;0.33;0.0000;0.0000;0.0188;1994.74;821373;
272.6;0.33;0.0000;0.0000;0.0186;1994.68;821789;
272.8;0.33;0.0000;0.0000;0.0185;1994.70;822205;
273.0;0.32;0.0000;0.0000;0.0183;1994.74;822622;
273.2;0.32;0.0000;0.0000;0.0182;1994.74;823037;
273.4;0.32;0.0000;0.0000;0.0180;1994.80;823453;
273.6;0.32;0.0000;0.0000;0.0179;1994.81;823869;
273.8;0.31;0.0000;0.0000;0.0177;1994.74;824285;
274.0;0.31;0.0000;0.0000;0.0176;1994.70;824702;
274.2;0.31;0.0000;0.0000;0.0174;1994.65;825117;
274.4;0.30;0.0000;0.0000;0.0173;1994.65;825533;
274.6;0.30;0.0000;0.0000;0.0172;1994.61;825949;
274.8;0.30;0.0000;0.0000;0.0170;1994.61;826365;
275.0;0.30;0.0000;0.0000;0.0169;1994.61;826781;
275.2;0.30;0.0000;0.0000;0.0168;1994.58;827197;
Mesure de fin de test : tension = 0.00 VDC; courant = 0.00 A;
